symbol	entrez	ensembl	uniprot
SPTLC3	55304	ENSG00000172296	
CFC1	55997	ENSG00000136698	
MMADHC	27249	ENSG00000168288	
ANKLE1	126549	ENSG00000160117	
ANAPC15	25906	ENSG00000110200	P60006
TAFA5	25817	ENSG00000219438	Q7Z5A7
DIS3L2	129563	ENSG00000144535	
TAFA5	25817	ENSG00000219438	
GUF1	60558	ENSG00000151806	Q8N442
GUF1	60558	ENSG00000151806	
ZDHHC4	55146	ENSG00000136247	Q9NPG8
RPEL1	729020	ENSG00000235376	Q2QD12
SPTLC3	55304	ENSG00000172296	Q9NUV7
YIPF7	285525	ENSG00000177752	
CLEC4G	339390	ENSG00000182566	Q6UXB4
SPACA9	11092	ENSG00000165698	Q96E40
MSH5	4439	ENSG00000235222	O43196
CLEC4G	339390	ENSG00000182566	
YIPF7	285525	ENSG00000177752	Q8N8F6
SPOCK2	9806	ENSG00000107742	Q92563
GNPDA2	132789	ENSG00000163281	
ANKLE1	126549	ENSG00000160117	Q8NAG6
GPR160	26996	ENSG00000173890	Q9UJ42
FBXO36	130888	ENSG00000153832	Q8NEA4
FDXR	2232	ENSG00000161513	P22570
AP000812.5		ENSG00000284922	
GPR160	26996	ENSG00000173890	
SLC34A3	142680	ENSG00000198569	
AK8	158067	ENSG00000165695	Q96MA6
CATSPERG	57828	ENSG00000099338	
FBXO36	130888	ENSG00000153832	
GPR132	29933	ENSG00000183484	Q9UNW8
ZDHHC4	55146	ENSG00000136247	
SPOCK2	9806	ENSG00000107742	
CATSPERG	57828	ENSG00000099338	Q6ZRH7
DLX4	1748	ENSG00000108813	Q92988
SLC34A3	142680	ENSG00000198569	Q8N130
NUDT7	283927	ENSG00000140876	
GPR132	29933	ENSG00000183484	
NUDT7	283927	ENSG00000140876	P0C024
AKR1B1	231	ENSG00000085662	P15121
TXNL4A	10907	ENSG00000141759	P83876
AKR1B1	231	ENSG00000085662	
TXNL4A	10907	ENSG00000141759	
DLX3	1747	ENSG00000064195	O60479
GNPDA2	132789	ENSG00000163281	Q8TDQ7
DLX3	1747	ENSG00000064195	
FBXO34	55030	ENSG00000178974	Q9NWN3
PDE3B	5140	ENSG00000152270	Q13370
TDP1	55775	ENSG00000042088	Q9NUW8
FBXO34	55030	ENSG00000178974	
PPIAL4H	105371242	ENSG00000270339	A0A075B767
ANO4	121601	ENSG00000151572	Q32M45
TUBB4B	10383	ENSG00000188229	P68371
HSBP1L1	440498	ENSG00000226742	C9JCN9
SPECC1L-ADORA2A		ENSG00000258555	
HSBP1L1	440498	ENSG00000226742	
FAM166A	401565	ENSG00000188163	Q6J272
PLCL1	5334	ENSG00000115896	Q15111
FAM166A	401565	ENSG00000188163	
BCAT2	587	ENSG00000105552	O15382
CD22	933	ENSG00000012124	
AP1M2	10053	ENSG00000129354	
MSANTD4	84437	ENSG00000170903	Q8NCY6
MSANTD4	84437	ENSG00000170903	
UPB1	51733	ENSG00000100024	
IGKV3-15		ENSG00000244437	P01624
FAM83A	84985	ENSG00000147689	Q86UY5
IGKV1-16		ENSG00000240864	P04430
IGKV1-17		ENSG00000240382	P01599
CLIC1	1192	ENSG00000206394	O00299
PLCL1	5334	ENSG00000115896	
ZNF711	7552	ENSG00000147180	Q9Y462
MRPL36	64979	ENSG00000171421	Q9P0J6
STXBP4	252983	ENSG00000166263	Q6ZWJ1
YTHDF2	51441	ENSG00000198492	
MUTYH	4595	ENSG00000132781	Q9UIF7
STXBP4	252983	ENSG00000166263	
BCAT2	587	ENSG00000105552	
MRPL36	64979	ENSG00000171421	
MYBL1	4603	ENSG00000185697	P10243
MYBL1	4603	ENSG00000185697	
IGKV3-20		ENSG00000239951	P01619
YTHDF2	51441	ENSG00000198492	Q9Y5A9
IGKV6-21		ENSG00000211611	A0A0C4DH24
NFKBIA	4792	ENSG00000100906	P25963
NFKBIA	4792	ENSG00000100906	
IGKV2-24		ENSG00000241294	A0A0C4DH68
UPB1	51733	ENSG00000100024	Q9UBR1
USHBP1	83878	ENSG00000130307	Q8N6Y0
LMCD1	29995	ENSG00000071282	Q9NZU5
USHBP1	83878	ENSG00000130307	
MRPS6	64968	ENSG00000243927	P82932
SMIM35		ENSG00000255274	A0A1B0GVV1
LMCD1	29995	ENSG00000071282	
INA	9118	ENSG00000148798	Q16352
YPEL2	388403	ENSG00000175155	Q96QA6
SEPTIN9	10801	ENSG00000184640	
AP1M2	10053	ENSG00000129354	Q9Y6Q5
YPEL2	388403	ENSG00000175155	
SLC5A3	6526	ENSG00000198743	P53794
ADORA2A	135	ENSG00000128271	
AKAP12	9590	ENSG00000131016	Q02952
EBAG9	9166	ENSG00000147654	O00559
EBAG9	9166	ENSG00000147654	
KCNE2	9992	ENSG00000159197	Q9Y6J6
CCDC125	202243	ENSG00000277868	
ZBTB2	57621	ENSG00000181472	Q8N680
AC010646.1		ENSG00000269095	
CD36	948	ENSG00000135218	P16671
PSMD8	5714	ENSG00000099341	P48556
ATP23	91419	ENSG00000166896	Q9Y6H3
PSMD8	5714	ENSG00000099341	
ADORA2A	135	ENSG00000128271	P29274
TRAP1	10131	ENSG00000126602	Q12931
ATP23	91419	ENSG00000166896	
GALNT16	57452	ENSG00000100626	Q8N428
IQSEC3	440073	ENSG00000262607	
CCDC125	202243	ENSG00000277868	Q86Z20
CD36	948	ENSG00000135218	
IQSEC3	440073	ENSG00000262607	Q9UPP2
UBXN8	7993	ENSG00000104691	
VSTM2A	222008	ENSG00000170419	Q8TAG5
UBE3A	7337	ENSG00000114062	Q05086
IL18BP	10068	ENSG00000137496	O95998
GDE1	51573	ENSG00000006007	Q9NZC3
IL18BP	10068	ENSG00000137496	
GDE1	51573	ENSG00000006007	
APCDD1	147495	ENSG00000154856	Q8J025
APCDD1	147495	ENSG00000154856	
VSTM2A	222008	ENSG00000170419	
SLC9A3R2	9351	ENSG00000065054	
RFK	55312	ENSG00000135002	Q969G6
ARPP21	10777	ENSG00000172995	
RBM45	129831	ENSG00000155636	Q8IUH3
RFK	55312	ENSG00000135002	
OSBP2	23762	ENSG00000184792	Q969R2
STK4	6789	ENSG00000101109	Q13043
HSD17B14	51171	ENSG00000087076	Q9BPX1
RBM45	129831	ENSG00000155636	
IGKV1-27		ENSG00000244575	A0A075B6S5
HSD17B14	51171	ENSG00000087076	
UBXN8	7993	ENSG00000104691	O00124
ARPP21	10777	ENSG00000172995	Q9UBL0
STK4	6789	ENSG00000101109	
GGN	199720	ENSG00000179168	Q86UU5
SNAPC1	6617	ENSG00000023608	Q16533
MAST3	23031	ENSG00000099308	O60307
MDN1	23195	ENSG00000112159	Q9NU22
GGN	199720	ENSG00000179168	
MAST3	23031	ENSG00000099308	
MDN1	23195	ENSG00000112159	
OSBP2	23762	ENSG00000184792	
RAB26	25837	ENSG00000167964	
COL2A1	1280	ENSG00000139219	P02458
FAM186B	84070	ENSG00000135436	
EXD2	55218	ENSG00000081177	Q9NVH0
SPECC1L	23384	ENSG00000100014	
DHX40	79665	ENSG00000108406	Q8IX18
POF1B	79983	ENSG00000124429	Q8WVV4
DHX40	79665	ENSG00000108406	
SPRED3	399473	ENSG00000188766	
SPRED3	399473	ENSG00000188766	Q2MJR0
MUC20	200958	ENSG00000275430	
TMEM198	130612	ENSG00000188760	Q66K66
GALNT14	79623	ENSG00000158089	Q96FL9
PIGW	284098	ENSG00000275600	
GNAT3	346562	ENSG00000214415	A8MTJ3
PIGW	284098	ENSG00000275600	Q7Z7B1
FAM186B	84070	ENSG00000135436	Q8IYM0
TMEM198	130612	ENSG00000188760	
DNASE1	1773	ENSG00000213918	
TMBIM6	7009	ENSG00000139644	
EXD2	55218	ENSG00000081177	
TMPRSS11D	9407	ENSG00000153802	O60235
RAB26	25837	ENSG00000167964	Q9ULW5
TMPRSS11D	9407	ENSG00000153802	
LDB3	11155	ENSG00000122367	O75112
GALNT14	79623	ENSG00000158089	
CHPF	79586	ENSG00000123989	Q8IZ52
CHPF	79586	ENSG00000123989	
NOL4	8715	ENSG00000101746	O94818
NOL4	8715	ENSG00000101746	
NBPF9	400818	ENSG00000269713	P0DPF3
HBA1	3039	ENSG00000206172	P69905
NBPF9	400818	ENSG00000269713	
RNF114	55905	ENSG00000124226	
HBA1	3039	ENSG00000206172	
CHGA	1113	ENSG00000276781	P10645
DNAH14	127602	ENSG00000185842	Q0VDD8
LDB3	11155	ENSG00000122367	
CHGA	1113	ENSG00000276781	
SNURF	8926	ENSG00000273173	Q9Y675
IL12RB1	3594	ENSG00000096996	P42701
AC142391.1		ENSG00000279686	
SPECC1L	23384	ENSG00000100014	Q69YQ0
MOS	4342	ENSG00000172680	P00540
DNAJC18	202052	ENSG00000170464	
DNASE1	1773	ENSG00000213918	P24855
IL12RB1	3594	ENSG00000096996	
PLEKHA4	57664	ENSG00000105559	Q9H4M7
TMPRSS11F	389208	ENSG00000198092	Q6ZWK6
PLAG1	5324	ENSG00000181690	Q6DJT9
SLC66A1	54896	ENSG00000040487	Q6ZP29
CTDSPL	10217	ENSG00000144677	O15194
DNAH14	127602	ENSG00000185842	
GRM2	2912	ENSG00000164082	Q14416
RNF114	55905	ENSG00000124226	Q9Y508
CTDSPL	10217	ENSG00000144677	
GNRHR	2798	ENSG00000109163	P30968
PLEKHA4	57664	ENSG00000105559	
SLC66A1	54896	ENSG00000040487	
POTEJ	653781	ENSG00000222038	P0CG39
PHF13	148479	ENSG00000116273	Q86YI8
FAM98C	147965	ENSG00000130244	
GRM2	2912	ENSG00000164082	
TOE1	114034	ENSG00000132773	Q96GM8
DNAJC18	202052	ENSG00000170464	Q9H819
SMIM11A	54065	ENSG00000205670	P58511
FAM98C	147965	ENSG00000130244	Q17RN3
VMP1	81671	ENSG00000062716	Q96GC9
SMIM11A	54065	ENSG00000205670	
VMP1	81671	ENSG00000062716	
IQCF6	440956	ENSG00000214686	
PPP1R15A	23645	ENSG00000087074	O75807
KLHL21	9903	ENSG00000162413	Q9UJP4
SLC9A3R2	9351	ENSG00000065054	Q15599
IQCF6	440956	ENSG00000214686	A8MYZ5
TMPRSS4	56649	ENSG00000137648	Q9NRS4
FAM243A	101928147	ENSG00000222018	B9A014
PPP1R15A	23645	ENSG00000087074	
KLHL21	9903	ENSG00000162413	
CYP2R1	120227	ENSG00000186104	Q6VVX0
TMPRSS11A	339967	ENSG00000187054	Q6ZMR5
RMND1	55005	ENSG00000155906	Q9NWS8
CYP2R1	120227	ENSG00000186104	
TMPRSS4	56649	ENSG00000137648	
TMPRSS11A	339967	ENSG00000187054	
HBQ1	3049	ENSG00000086506	P09105
CSTF2T	23283	ENSG00000177613	Q9H0L4
RMND1	55005	ENSG00000155906	
HIF1A	3091	ENSG00000100644	Q16665
PTRH2	51651	ENSG00000141378	Q9Y3E5
DKK1	22943	ENSG00000107984	O94907
HIF1A	3091	ENSG00000100644	
TMEM252	169693	ENSG00000181778	Q8N6L7
CD22	933	ENSG00000012124	P20273
PTRH2	51651	ENSG00000141378	
HTR1D	3352	ENSG00000179546	P28221
DCC	1630	ENSG00000187323	P43146
DCC	1630	ENSG00000187323	
AC097636.1		ENSG00000285749	
SH3BP5	9467	ENSG00000131370	O60239
SH3BP5	9467	ENSG00000131370	
TESK2	10420	ENSG00000070759	Q96S53
DISC1	27185	ENSG00000162946	
ECSCR	641700	ENSG00000249751	Q19T08
ARMT1	79624	ENSG00000146476	Q9H993
IQCF2	389123	ENSG00000184345	Q8IXL9
CHM	1121	ENSG00000188419	P24386
ARMT1	79624	ENSG00000146476	
FGFR1OP2	26127	ENSG00000111790	Q9NVK5
FGFR1OP2	26127	ENSG00000111790	
PLCZ1	89869	ENSG00000139151	
TULP2	7288	ENSG00000104804	O00295
KRBOX4	55634	ENSG00000147121	Q5JUW0
AL451136.1		ENSG00000288208	
TULP2	7288	ENSG00000104804	
SMIM34A	388820	ENSG00000243627	A8MWV9
TRIP12	9320	ENSG00000153827	Q14669
IQCF1	132141	ENSG00000173389	Q8N6M8
ALPP	250	ENSG00000163283	P05187
CA2	760	ENSG00000104267	P00918
IQCF1	132141	ENSG00000173389	
KRBOX4	55634	ENSG00000147121	
CA2	760	ENSG00000104267	
MET	4233	ENSG00000105976	
NUMA1	4926	ENSG00000137497	
CA3	761	ENSG00000164879	
IQCF3	401067	ENSG00000229972	P0C7M6
KCNE1	3753	ENSG00000180509	P15382
CCDC170	80129	ENSG00000120262	Q8IYT3
CA3	761	ENSG00000164879	P07451
TRIP12	9320	ENSG00000153827	
IQCF3	401067	ENSG00000229972	
ATG14	22863	ENSG00000126775	Q6ZNE5
IQCF5	389124	ENSG00000214681	A8MTL0
BABAM1	29086	ENSG00000105393	Q9NWV8
OPRD1	4985	ENSG00000116329	P41143
FADS6	283985	ENSG00000172782	
BABAM1	29086	ENSG00000105393	
OPRD1	4985	ENSG00000116329	
PRKG1	5592	ENSG00000185532	Q13976
PRKG1	5592	ENSG00000185532	
CIT	11113	ENSG00000122966	O14578
LRIT3	345193	ENSG00000183423	Q3SXY7
LRIT3	345193	ENSG00000183423	
CA13	377677	ENSG00000185015	Q8N1Q1
ABLIM1	3983	ENSG00000099204	O14639
DPY19L1	23333	ENSG00000173852	
DPY19L1	23333	ENSG00000173852	Q2PZI1
IFI30	10437	ENSG00000216490	
RRH	10692	ENSG00000180245	O14718
RRH	10692	ENSG00000180245	
THAP3	90326	ENSG00000041988	Q8WTV1
MAG	4099	ENSG00000105695	
SLC1A7	6512	ENSG00000162383	
CIT	11113	ENSG00000122966	
ZFP36L2	678	ENSG00000152518	P47974
EIF2S3B	255308	ENSG00000180574	Q2VIR3
PACSIN2	11252	ENSG00000100266	
THAP3	90326	ENSG00000041988	
ADAT2	134637	ENSG00000189007	Q7Z6V5
INSM2	84684	ENSG00000168348	Q96T92
IFI30	10437	ENSG00000216490	P13284
ID1	3397	ENSG00000125968	P41134
TTLL6	284076	ENSG00000170703	Q8N841
PHLDA2	7262	ENSG00000181649	Q53GA4
TTLL6	284076	ENSG00000170703	
NDUFS6	4726	ENSG00000145494	O75380
NDUFS6	4726	ENSG00000145494	
SLC1A7	6512	ENSG00000162383	O00341
VAT1L	57687	ENSG00000171724	Q9HCJ6
CLTC	1213	ENSG00000141367	Q00610
ABLIM1	3983	ENSG00000099204	
PLCZ1	89869	ENSG00000139151	Q86YW0
PIK3R2	5296	ENSG00000105647	O00459
COL23A1	91522	ENSG00000050767	Q86Y22
PIK3R2	5296	ENSG00000105647	
AASDHPPT	60496	ENSG00000149313	
COL23A1	91522	ENSG00000050767	
APOL4	80832	ENSG00000100336	Q9BPW4
CLTC	1213	ENSG00000141367	
NUCB1	4924	ENSG00000104805	Q02818
NUCB1	4924	ENSG00000104805	
CSMD1	64478	ENSG00000183117	
CLEC3A	10143	ENSG00000166509	O75596
AASDHPPT	60496	ENSG00000149313	Q9NRN7
CLEC3A	10143	ENSG00000166509	
AC007192.1		ENSG00000268173	
TJP1	7082	ENSG00000104067	Q07157
KBTBD3	143879	ENSG00000182359	
PPP2CB	5516	ENSG00000104695	
HNRNPD	3184	ENSG00000138668	Q14103
PCNX1	22990	ENSG00000100731	Q96RV3
OTOP2	92736	ENSG00000183034	Q7RTS6
TJP1	7082	ENSG00000104067	
MYO19	80179	ENSG00000278372	Q96H55
KBTBD3	143879	ENSG00000182359	Q8NAB2
ALB	213	ENSG00000163631	
DNAJC11	55735	ENSG00000007923	
HNRNPD	3184	ENSG00000138668	
DDR1	780	ENSG00000223680	
PCNX1	22990	ENSG00000100731	
APOL4	80832	ENSG00000100336	
USH1G	124590	ENSG00000182040	Q495M9
PEX3	8504	ENSG00000034693	
USH1G	124590	ENSG00000182040	
MET	4233	ENSG00000105976	P08581
CSMD1	64478	ENSG00000183117	Q96PZ7
MYO19	80179	ENSG00000278372	
PPP2CB	5516	ENSG00000104695	P62714
DHDH	27294	ENSG00000104808	Q9UQ10
OTOP3	347741	ENSG00000182938	
DHDH	27294	ENSG00000104808	
PEX3	8504	ENSG00000034693	P56589
TMBIM6	7009	ENSG00000139644	P55061
SNAI1	6615	ENSG00000124216	O95863
EYA2	2139	ENSG00000064655	O00167
IGKV2-28		ENSG00000244116	A0A075B6P5
LBHD2	107984640	ENSG00000283071	A0A0U1RRK4
MAG	4099	ENSG00000105695	P20916
DNAJC11	55735	ENSG00000007923	Q9NVH1
IGKV2-30		ENSG00000243238	P06310
EYA2	2139	ENSG00000064655	
FUCA2	2519	ENSG00000001036	Q9BTY2
FUCA2	2519	ENSG00000001036	
CAMP	820	ENSG00000164047	P49913
CAMP	820	ENSG00000164047	
GADL1	339896	ENSG00000144644	Q6ZQY3
EXOC3L4	91828	ENSG00000205436	Q17RC7
EXOC3L4	91828	ENSG00000205436	
OLFML2A	169611	ENSG00000185585	
TAF9	6880	ENSG00000276463	Q16594
MORC2	22880	ENSG00000133422	Q9Y6X9
PRPF40B	25766	ENSG00000110844	
MSH5-SAPCD1		ENSG00000255419	
MORC2	22880	ENSG00000133422	
OR5P3	120066	ENSG00000182334	Q8WZ94
CYP27C1	339761	ENSG00000186684	Q4G0S4
TMEM165	55858	ENSG00000134851	
OLFML2A	169611	ENSG00000185585	Q68BL7
CYP27C1	339761	ENSG00000186684	
TAF9	6880	ENSG00000276463	
IGKV1-33		ENSG00000242076	P01594
IGKV1-33		ENSG00000242076	
FAM122A	116224	ENSG00000187866	Q96E09
TMEM165	55858	ENSG00000134851	Q9HC07
MSH5	4439	ENSG00000237333	
OVCH2	341277	ENSG00000183378	
RAB3GAP2	25782	ENSG00000118873	Q9H2M9
BAX	581	ENSG00000087088	Q07812
ZNHIT3	9326	ENSG00000278574	
TSNAX	7257	ENSG00000116918	
COX4I2	84701	ENSG00000131055	Q96KJ9
VAV2	7410	ENSG00000160293	P52735
SLC22A12	116085	ENSG00000197891	Q96S37
TSNAX	7257	ENSG00000116918	Q99598
OR5P2	120065	ENSG00000183303	Q8WZ92
POU5F1	5460	ENSG00000206454	Q01860
UBE2V1	7335	ENSG00000244687	Q13404
RAB3GAP2	25782	ENSG00000118873	
BAX	581	ENSG00000087088	
TBX20	57057	ENSG00000164532	Q9UMR3
TINAGL1	64129	ENSG00000142910	Q9GZM7
GATA6	2627	ENSG00000141448	Q92908
ZNHIT3	9326	ENSG00000278574	Q15649
SNRPN	6638	ENSG00000128739	P63162
TNFRSF10C	8794	ENSG00000173535	O14798
UCP3	7352	ENSG00000175564	P55916
TNFRSF10C	8794	ENSG00000173535	
AC107959.5		ENSG00000284956	
UCP3	7352	ENSG00000175564	
PACSIN2	11252	ENSG00000100266	Q9UNF0
SNRPN	6638	ENSG00000128739	
IGKV1-37		ENSG00000239862	A0A075B6S9
BAMBI	25805	ENSG00000095739	Q13145
TINAGL1	64129	ENSG00000142910	
LRRC47	57470	ENSG00000130764	Q8N1G4
FAM120B	84498	ENSG00000112584	
TSNAX-DISC1		ENSG00000270106	
LRRC47	57470	ENSG00000130764	
NPAP1	23742	ENSG00000185823	Q9NZP6
IRX4	50805	ENSG00000113430	P78413
FAM120B	84498	ENSG00000112584	Q96EK7
CPLX1	10815	ENSG00000168993	O14810
AC124312.1		ENSG00000214265	
CPLX1	10815	ENSG00000168993	
NBPF1	55672	ENSG00000219481	Q3BBV0
IRX4	50805	ENSG00000113430	
NBPF1	55672	ENSG00000219481	
SEMA4D	10507	ENSG00000187764	Q92854
ZNF562	54811	ENSG00000171466	Q6V9R5
BCL2L1	598	ENSG00000171552	Q07817
PRPF40B	25766	ENSG00000110844	Q6NWY9
SEMA4D	10507	ENSG00000187764	
UBE2V1	7335	ENSG00000244687	
IRAK2	3656	ENSG00000134070	O43187
PIP5K1B	8395	ENSG00000107242	O14986
CA1	759	ENSG00000133742	P00915
FAM8A1	51439	ENSG00000137414	Q9UBU6
PIP5K1B	8395	ENSG00000107242	
FTL	2512	ENSG00000087086	P02792
DENND6B	414918	ENSG00000205593	Q8NEG7
DLL1	28514	ENSG00000198719	O00548
CA1	759	ENSG00000133742	
DLL1	28514	ENSG00000198719	
DMBT1	1755	ENSG00000187908	Q9UGM3
ZNF562	54811	ENSG00000171466	
BCL2L1	598	ENSG00000171552	
TAF3	83860	ENSG00000165632	Q5VWG9
DMBT1	1755	ENSG00000187908	
AL445524.2		ENSG00000287856	
DENND6B	414918	ENSG00000205593	
SEPTIN9	10801	ENSG00000184640	Q9UHD8
POU5F1	5460	ENSG00000206454	
EGLN1	54583	ENSG00000135766	
PRUNE2	158471	ENSG00000106772	
ZAN	7455	ENSG00000146839	Q9Y493
LIN28B	389421	ENSG00000187772	
NTHL1	4913	ENSG00000065057	
ITGA8	8516	ENSG00000077943	P53708
LIN28B	389421	ENSG00000187772	Q6ZN17
EGLN1	54583	ENSG00000135766	Q9GZT9
PRUNE2	158471	ENSG00000106772	Q8WUY3
BDH1	622	ENSG00000275544	Q02338
BDH1	622	ENSG00000275544	
CACNA1G	8913	ENSG00000006283	O43497
IGFBP3	3486	ENSG00000146674	
AC021072.1		ENSG00000283536	
TMEM189-UBE2V1	387522	ENSG00000124208	
MFSD5	84975	ENSG00000182544	
RASGRP4	115727	ENSG00000171777	Q8TDF6
MFSD5	84975	ENSG00000182544	Q6N075
CLOCK	9575	ENSG00000134852	O15516
SAPCD1	401251	ENSG00000237918	
TMEM189	387521	ENSG00000240849	A5PLL7
HERPUD2	64224	ENSG00000122557	Q9BSE4
SAPCD1	401251	ENSG00000237918	Q5SSQ6
CORO2A	7464	ENSG00000106789	Q92828
NTHL1	4913	ENSG00000065057	P78549
SLC5A8	160728	ENSG00000256870	Q8N695
HERPUD2	64224	ENSG00000122557	
TMEM189	387521	ENSG00000240849	
GCNT1	2650	ENSG00000187210	Q02742
IGKV1-39		ENSG00000242371	P01597
TUSC3	7991	ENSG00000104723	Q13454
GUCY1A2	2977	ENSG00000152402	P33402
ETAA1	54465	ENSG00000143971	Q9NY74
ETAA1	54465	ENSG00000143971	
TUSC3	7991	ENSG00000104723	
TNFAIP2	7127	ENSG00000185215	
IGKV2-40		ENSG00000273962	A0A087WW87
IGKV2-40		ENSG00000273962	
DNAJC19	131118	ENSG00000205981	Q96DA6
CLOCK	9575	ENSG00000134852	
HDDC2	51020	ENSG00000111906	Q7Z4H3
ARFGAP3	26286	ENSG00000242247	Q9NP61
PRKAR1A	5573	ENSG00000108946	
DNAJC19	131118	ENSG00000205981	
ARFGAP3	26286	ENSG00000242247	
HDDC2	51020	ENSG00000111906	
GYS1	2997	ENSG00000104812	P13807
ABCB4	5244	ENSG00000005471	
GYS1	2997	ENSG00000104812	
DCAF12	25853	ENSG00000198876	Q5T6F0
ATP23	91419	ENSG00000262145	Q9Y6H3
TNFAIP2	7127	ENSG00000185215	Q03169
ATP23	91419	ENSG00000262145	
DCAF12	25853	ENSG00000198876	
CALCB	797	ENSG00000175868	
CABP7	164633	ENSG00000100314	Q86V35
IRX2	153572	ENSG00000170561	Q9BZI1
LYZL1	84569	ENSG00000120563	Q6UWQ5
FMNL3	91010	ENSG00000161791	Q8IVF7
CALCB	797	ENSG00000175868	P10092
LYZL1	84569	ENSG00000120563	
SOX2	6657	ENSG00000181449	P48431
TRIM52	84851	ENSG00000183718	Q96A61
TBPL2	387332	ENSG00000182521	Q6SJ96
PCDHA2	56146	ENSG00000204969	Q9Y5H9
TBPL2	387332	ENSG00000182521	
FMNL3	91010	ENSG00000161791	
ZMAT5	55954	ENSG00000100319	Q9UDW3
PCDHA1	56147	ENSG00000204970	Q9Y5I3
IFRD2	7866	ENSG00000214706	Q12894
IFRD2	7866	ENSG00000214706	
ADD2	119	ENSG00000075340	P35612
PCGF6	84108	ENSG00000156374	Q9BYE7
AKR1B10	57016	ENSG00000198074	O60218
SCAMP3	10067	ENSG00000263290	O14828
KCNS1	3787	ENSG00000124134	Q96KK3
RNF213	57674	ENSG00000173821	
VCPIP1	80124	ENSG00000175073	Q96JH7
IGFBP3	3486	ENSG00000146674	P17936
PCGF6	84108	ENSG00000156374	
ADD2	119	ENSG00000075340	
RNF145	153830	ENSG00000145860	Q96MT1
THADA	63892	ENSG00000115970	Q6YHU6
CACNA1G	8913	ENSG00000006283	
THADA	63892	ENSG00000115970	
CALCA	796	ENSG00000110680	P06881
CALCA	796	ENSG00000110680	P01258
PRKAR1A	5573	ENSG00000108946	P10644
LIN52	91750	ENSG00000205659	Q52LA3
NAA80	24142	ENSG00000243477	Q93015
RUVBL2	10856	ENSG00000183207	Q9Y230
LIN52	91750	ENSG00000205659	
GHRHR	2692	ENSG00000106128	Q02643
OR10A6	390093	ENSG00000279000	Q8NH74
PLEKHF1	79156	ENSG00000166289	Q96S99
PCDHA10	56139	ENSG00000250120	Q9Y5I2
RASGRP4	115727	ENSG00000171777	
CALB1	793	ENSG00000104327	P05937
NAA80	24142	ENSG00000243477	
PLEKHF1	79156	ENSG00000166289	
RUVBL2	10856	ENSG00000183207	
GHRHR	2692	ENSG00000106128	
RPL35	11224	ENSG00000136942	
LSMEM2	132228	ENSG00000179564	Q8N112
SERPINB7	8710	ENSG00000166396	
CALB1	793	ENSG00000104327	
TMPRSS7	344805	ENSG00000176040	Q7RTY8
RPL35	11224	ENSG00000136942	P42766
C19orf12	83636	ENSG00000131943	Q9NSK7
TPD52L1	7164	ENSG00000111907	
TMPRSS7	344805	ENSG00000176040	
TEX15	56154	ENSG00000133863	
HYAL3	8372	ENSG00000186792	O43820
TEX15	56154	ENSG00000133863	Q9BXT5
PCDHA10	56139	ENSG00000250120	
ENDOV	284131	ENSG00000173818	
HLF	3131	ENSG00000108924	Q16534
PCDHA5	56143	ENSG00000204965	Q9Y5H7
ARF6	382	ENSG00000165527	P62330
SERPINB7	8710	ENSG00000166396	O75635
C19orf12	83636	ENSG00000131943	
APOL2	23780	ENSG00000128335	Q9BQE5
C8orf76	84933	ENSG00000189376	Q96K31
LHB	3972	ENSG00000104826	P01229
WDR38	401551	ENSG00000136918	Q5JTN6
AC008687.4		ENSG00000268655	
PCDHA3	56145	ENSG00000255408	Q9Y5H8
HLF	3131	ENSG00000108924	
KHDRBS3	10656	ENSG00000131773	O75525
APOL2	23780	ENSG00000128335	
KHDRBS3	10656	ENSG00000131773	
RACK1	10399	ENSG00000204628	
PCDHA8	56140	ENSG00000204962	Q9Y5H6
HYAL3	8372	ENSG00000186792	
WDR38	401551	ENSG00000136918	
PTK2B	2185	ENSG00000120899	Q14289
WFDC5	149708	ENSG00000175121	Q8TCV5
CD209	30835	ENSG00000090659	Q9NNX6
PTK2B	2185	ENSG00000120899	
PCDHA12	56137	ENSG00000251664	Q9UN75
OR10A3	26496	ENSG00000170683	P58181
CD209	30835	ENSG00000090659	
NUP153	9972	ENSG00000124789	P49790
UHRF2	115426	ENSG00000147854	Q96PU4
C13orf42	647166	ENSG00000226792	A0A1B0GVH6
NLRP10	338322	ENSG00000182261	Q86W26
KCNK13	56659	ENSG00000152315	Q9HB14
NLRP10	338322	ENSG00000182261	
CGB3	1082	ENSG00000104827	P0DN86
ARSG	22901	ENSG00000141337	Q96EG1
NADK2	133686	ENSG00000152620	Q4G0N4
AC008687.1		ENSG00000267335	
ARSG	22901	ENSG00000141337	
ZHX1	11244	ENSG00000165156	Q9UKY1
CGB2	114336	ENSG00000104818	
CYP46A1	10858	ENSG00000036530	
ZHX1	11244	ENSG00000165156	
CGB2	114336	ENSG00000104818	Q6NT52
NR3C1	2908	ENSG00000113580	P04150
IGKV2D-40		ENSG00000251039	P01614
CGB1	114335	ENSG00000267631	A6NKQ9
IGKV2D-40		ENSG00000251039	
NARF	26502	ENSG00000141562	
CGB1	114335	ENSG00000267631	
PCDHA12	56137	ENSG00000251664	
RTN4RL2	349667	ENSG00000186907	Q86UN3
WRN	7486	ENSG00000165392	
IGKV1D-39		ENSG00000251546	P04432
RTN4RL2	349667	ENSG00000186907	
PCDHAC1	56135	ENSG00000248383	Q9H158
